Name,TotalForce,COP X,COP Y,Velocity X,Velocity Y,time stamp
Chengyi,61.24407,118.9329,-85.05959,-13.74435,63.87558,2020/10/22 16:04:39
Chengyi,61.37131,118.1852,-83.53368,-37.38213,76.29547,2020/10/22 16:04:39
Chengyi,61.32204,111.639,-81.21139,-327.3125,116.1148,2020/10/22 16:04:39
Chengyi,61.13063,102.9862,-79.27628,-432.6389,96.75522,2020/10/22 16:04:39
Chengyi,60.72141,92.45387,-78.19482,-526.6167,54.07333,2020/10/22 16:04:39
Chengyi,60.7626,89.05885,-75.92902,-169.7514,113.2896,2020/10/22 16:04:39
Chengyi,60.54058,85.12312,-75.33706,-196.7865,29.59824,2020/10/22 16:04:39
Chengyi,60.48759,80.97059,-75.00448,-207.6263,16.62903,2020/10/22 16:04:39
Chengyi,60.6304,78.48474,-73.73849,-124.2924,63.29956,2020/10/22 16:04:39
Chengyi,60.72877,74.26796,-72.43187,-210.8391,65.33089,2020/10/22 16:04:39
Chengyi,60.50348,67.16091,-71.7488,-355.3524,34.15337,2020/10/22 16:04:39
Chengyi,60.5236,59.44757,-71.16348,-385.6672,29.26598,2020/10/22 16:04:39
Chengyi,60.66459,49.305,-70.65964,-507.1285,25.19226,2020/10/22 16:04:39
Chengyi,61.08509,45.76455,-70.27625,-177.0222,19.16924,2020/10/22 16:04:39
Chengyi,61.37084,43.42636,-69.5858,-116.9096,34.52263,2020/10/22 16:04:39
Chengyi,61.49992,44.7431,-68.44263,65.83691,57.15828,2020/10/22 16:04:39
Chengyi,61.19252,42.78738,-68.59616,-97.78614,-7.676315,2020/10/22 16:04:40
Chengyi,61.03782,44.07165,-66.91293,64.21375,84.16138,2020/10/22 16:04:40
Chengyi,60.43581,47.32915,-67.93652,162.8748,-51.1795,2020/10/22 16:04:40
Chengyi,60.4879,52.07022,-68.27689,237.0539,-17.01813,2020/10/22 16:04:40
Chengyi,60.52068,54.611,-68.43134,127.0388,-7.722855,2020/10/22 16:04:40
Chengyi,60.47492,57.21855,-68.59475,130.3776,-8.170319,2020/10/22 16:04:40
Chengyi,61.24313,54.13453,-69.00324,-154.2013,-20.42465,2020/10/22 16:04:40
Chengyi,61.84391,48.0276,-69.81589,-305.3463,-40.63225,2020/10/22 16:04:40
Chengyi,62.13791,45.2951,-70.30791,-136.6249,-24.60136,2020/10/22 16:04:40
Chengyi,62.05096,40.5683,-69.28608,-236.34,51.09177,2020/10/22 16:04:40
Chengyi,61.79874,36.85659,-69.83824,-185.5854,-27.60811,2020/10/22 16:04:40
Chengyi,61.48938,36.30886,-70.27412,-27.38667,-21.79375,2020/10/22 16:04:40
Chengyi,61.3442,36.85115,-71.22742,27.11468,-47.66541,2020/10/22 16:04:40
Chengyi,61.03336,36.66083,-71.31116,-9.516144,-4.187012,2020/10/22 16:04:40
Chengyi,61.32043,40.48989,-71.85889,191.4532,-27.38647,2020/10/22 16:04:40
Chengyi,61.23357,39.02954,-72.47376,-73.0175,-30.74341,2020/10/22 16:04:40
Chengyi,60.99414,37.61236,-72.59949,-70.85934,-6.28624,2020/10/22 16:04:40
Chengyi,60.79176,39.13351,-72.39354,76.05782,10.29739,2020/10/22 16:04:40
Chengyi,60.20304,49.64407,-72.09824,525.5278,14.76479,2020/10/22 16:04:40
Chengyi,60.22498,67.58319,-72.0945,896.9561,0.1873016,2020/10/22 16:04:40
Chengyi,60.37346,87.01753,-73.43752,971.7171,-67.15126,2020/10/22 16:04:40
Chengyi,61.10811,108.8125,-73.29248,1089.747,7.252121,2020/10/22 16:04:40
Chengyi,61.05803,123.3398,-74.35723,726.3668,-53.23753,2020/10/22 16:04:40
Chengyi,60.62034,133.2734,-75.56161,496.6797,-60.21881,2020/10/22 16:04:40
Chengyi,60.10232,143.7041,-78.2896,521.534,-136.3998,2020/10/22 16:04:40
Chengyi,59.88837,158.8671,-81.88423,758.1512,-179.7314,2020/10/22 16:04:40
Chengyi,60.14434,173.8179,-83.03286,747.5388,-57.43141,2020/10/22 16:04:40
Chengyi,59.77712,188.1983,-84.20147,719.0201,-58.43048,2020/10/22 16:04:40
Chengyi,58.78355,208.9474,-85.63205,1037.458,-71.52901,2020/10/22 16:04:40
Chengyi,59.48884,229.5473,-85.78075,1029.993,-7.434845,2020/10/22 16:04:40
